Subscriber	Time	CalledNo
10002	2010-01-28 19:40:30	--------
10003	2010-01-28 19:40:30	--------
10010	2010-01-28 19:45:09	--------
10001	2010-01-28 19:59:06	--------
10009	2010-01-28 19:59:06	--------
10001	2010-01-28 20:03:45	--------
10005	2010-01-28 20:27:00	--------
10009	2010-01-28 20:27:00	--------
10008	2010-01-28 20:45:36	--------
10003	2010-01-28 20:54:54	--------
10004	2010-01-28 22:00:00	--------
10004	2010-01-28 22:04:39	--------
10005	2010-01-28 22:13:57	--------
10006	2010-01-28 22:23:15	--------
10001	2010-01-28 22:55:48	--------
10001	2010-01-28 23:00:27	--------
10009	2010-01-28 23:19:03	--------
10007	2010-01-28 23:23:42	--------
10001	2010-01-28 23:46:57	--------
10005	2010-01-28 23:46:57	--------
10009	2010-01-28 23:51:36	--------
10003	2010-01-29 00:05:33	--------
10005	2010-01-29 00:28:48	--------
10008	2010-01-29 00:28:48	--------
10005	2010-01-29 00:33:27	--------
10007	2010-01-29 00:47:24	--------
10009	2010-01-29 00:47:24	--------
10001	2010-01-29 01:06:00	--------
10006	2010-01-29 01:06:00	--------
10005	2010-01-29 01:10:39	--------
10005	2010-01-29 01:19:57	--------
10006	2010-01-29 02:15:45	--------
10001	2010-01-29 02:20:24	--------
10010	2010-01-29 02:25:03	--------
10010	2010-01-29 02:34:21	--------
10005	2010-01-29 02:39:00	--------
10001	2010-01-29 02:48:18	--------
10010	2010-01-29 02:52:57	--------
10001	2010-01-29 02:57:36	--------
10005	2010-01-29 03:25:30	--------
10007	2010-01-29 03:44:06	--------
10001	2010-01-29 04:16:39	--------
10000	2010-01-29 04:49:12	--------
10003	2010-01-29 04:49:12	--------
10004	2010-01-29 04:53:51	--------
10005	2010-01-29 04:53:51	--------
10005	2010-01-29 05:03:09	--------
10010	2010-01-29 05:07:48	--------
10000	2010-01-29 05:21:45	--------
10010	2010-01-29 05:21:45	--------
10008	2010-01-29 05:31:03	--------
10009	2010-01-29 06:12:54	--------
10005	2010-01-29 06:17:33	--------
10006	2010-01-29 06:22:12	--------
10005	2010-01-29 06:36:09	--------
10010	2010-01-29 06:36:09	--------
10007	2010-01-29 06:59:24	--------
10010	2010-01-30 06:42:18	--------
10010	2010-01-30 06:51:36	--------
10009	2010-01-30 07:14:51	--------
10000	2010-01-30 07:19:30	--------
10004	2010-01-30 07:24:09	--------
10001	2010-01-30 07:52:03	--------
10010	2010-01-30 07:56:42	--------
10004	2010-01-30 08:01:21	--------
10004	2010-01-30 08:06:00	--------
10010	2010-01-30 08:15:18	--------
10007	2010-01-30 08:52:30	--------
10006	2010-01-30 09:06:27	--------
10005	2010-01-30 09:15:45	--------
10003	2010-01-30 09:29:42	--------
10001	2010-01-30 09:43:39	--------
10005	2010-01-30 09:48:18	--------
10007	2010-01-30 09:48:18	--------
10010	2010-01-30 09:52:57	--------
10001	2010-01-30 10:16:12	--------
10001	2010-01-30 10:34:48	--------
10006	2010-01-30 10:39:27	--------
10009	2010-01-30 10:58:03	--------
10009	2010-01-30 11:16:39	--------
10001	2010-01-30 11:39:54	--------
10006	2010-01-30 11:53:51	--------
10006	2010-01-30 12:07:48	--------
10004	2010-01-30 12:21:45	--------
10004	2010-01-30 12:35:42	--------
10005	2010-01-30 12:35:42	--------
10010	2010-01-30 12:35:42	--------
10001	2010-01-30 12:54:18	--------
10001	2010-01-30 12:58:57	--------
10006	2010-01-30 13:03:36	--------
10000	2010-01-30 13:12:54	--------
10004	2010-01-30 13:17:33	--------
10010	2010-01-30 13:26:51	--------
10001	2010-01-30 13:36:09	--------
10005	2010-01-30 13:45:27	--------
10001	2010-01-30 13:54:45	--------
10009	2010-01-30 13:54:45	--------
10006	2010-01-30 14:04:03	--------
10010	2010-01-30 14:08:42	--------
10005	2010-01-30 15:04:30	--------
10004	2010-01-30 15:55:39	--------
10004	2010-01-30 16:00:18	--------
10003	2010-01-30 16:28:12	--------
10000	2010-01-30 16:42:09	--------
10005	2010-01-30 17:00:45	--------
10004	2010-01-30 17:10:03	--------
10001	2010-01-30 17:47:15	--------
10005	2010-01-30 17:51:54	--------
10004	2010-01-30 18:10:30	--------
10007	2010-01-30 18:10:30	--------
10010	2010-01-30 18:24:27	--------
10010	2010-01-30 19:15:36	--------
10002	2010-01-30 19:20:15	--------
10008	2010-01-30 19:24:54	--------
10008	2010-01-30 19:34:12	--------
10001	2010-01-30 19:38:51	--------
10006	2010-01-30 19:57:27	--------
10001	2010-01-30 20:06:45	--------
10010	2010-01-30 20:20:42	--------
10000	2010-01-30 20:25:21	--------
10002	2010-01-30 20:25:21	--------
10004	2010-01-30 20:25:21	--------
10006	2010-01-30 20:39:18	--------
10010	2010-01-30 20:39:18	--------
10003	2010-01-30 20:48:36	--------
10003	2010-01-30 21:02:33	--------
10009	2010-01-30 21:02:33	--------
10009	2010-01-30 21:07:12	--------
10001	2010-01-30 21:25:48	--------
10001	2010-01-30 21:44:24	--------
10003	2010-01-30 22:16:57	--------
10004	2010-01-30 22:21:36	--------
10002	2010-01-30 22:30:54	--------
10010	2010-01-30 22:54:09	--------
10002	2010-01-30 22:58:48	--------
10009	2010-01-30 23:22:03	--------
10001	2010-01-30 23:31:21	--------
10005	2010-01-31 00:08:33	--------
10003	2010-01-31 00:17:51	--------
10004	2010-01-31 00:41:06	--------
10001	2010-01-31 00:50:24	--------
10005	2010-01-31 01:09:00	--------
10006	2010-01-31 01:09:00	--------
10010	2010-01-31 01:32:15	--------
10001	2010-01-31 01:36:54	--------
10004	2010-01-31 02:04:48	--------
10007	2010-01-31 02:09:27	--------
10009	2010-01-31 02:32:42	--------
10008	2010-01-31 02:46:39	--------
10004	2010-01-31 03:09:54	--------
10010	2010-01-31 03:14:33	--------
10009	2010-01-31 03:47:06	--------
10001	2010-01-31 04:01:03	--------
10005	2010-01-31 04:19:39	--------
10010	2010-01-31 04:38:15	--------
10003	2010-01-31 05:15:27	--------
10005	2010-01-31 05:24:45	--------
10010	2010-01-31 05:24:45	--------
10010	2010-01-31 05:29:24	--------
10010	2010-01-31 05:38:42	--------
10005	2010-01-31 05:48:00	--------
